match_id,team_name,kills,headshots,assists,flash_assists,deaths,kd_ratio,kd_diff,adr,fk_dif,rating,tier
73811,FaZe,15.4,15.4,9.0,3.0,1.4,8.4,82.2,7.0,87.3,0.8,T1
73812,G2,30.4,30.4,15.2,8.0,2.4,32.0,63.8,-1.6,71.3,0.2,T3
73812,FaZe,32.0,32.0,13.6,7.6,2.8,30.4,67.2,1.6,74.3,-0.2,T1
73816,NiP,22.2,22.2,8.8,5.6,1.0,26.4,59.4,-4.2,71.8,0.0,T1
73816,MIBR,26.4,26.4,11.6,8.2,2.6,22.2,77.0,4.2,81.5,0.0,T1
73818,Unique,14.0,14.0,7.6,3.6,0.6,20.0,59.2,-6.0,66.2,-1.2,T5
73818,Syman,20.0,20.0,9.2,4.2,0.6,14.0,81.7,6.0,87.4,1.2,T4
73819,Izako Boars,16.6,16.6,6.0,4.8,1.2,12.0,78.2,4.6,82.6,1.6,T5
73819,EVOLVE,12.0,12.0,5.8,2.8,0.2,17.0,59.1,-5.0,63.8,-1.6,T6
73820,Izako Boars,16.0,16.0,6.0,3.2,0.4,10.6,82.9,5.4,81.9,1.8,T5
73820,EVOLVE,10.6,10.6,5.8,2.2,1.2,16.0,56.2,-5.4,59.0,-1.8,T6
73821,UltiCoin,13.4,13.4,7.0,3.6,0.6,18.2,63.6,-4.8,67.9,-0.8,T5
73821,Knock Out,18.2,18.2,7.6,4.8,0.6,13.6,76.4,4.6,86.8,0.8,T6
73822,UltiCoin,20.4,20.4,8.6,7.0,1.2,18.8,75.7,1.6,78.6,0.0,T5
73822,Knock Out,18.8,18.8,9.8,3.8,0.8,20.4,71.4,-1.6,74.2,0.0,T6
73823,UltiCoin,20.0,20.0,10.6,4.8,1.4,15.2,78.5,4.8,83.0,0.0,T5
73823,Knock Out,15.2,15.2,8.6,3.8,0.8,20.2,60.8,-5.0,64.8,0.0,T6
73824,FAM,18.8,18.8,10.6,4.2,0.0,18.2,73.4,0.6,74.9,1.6,T6
73824,PACT,18.2,18.2,7.6,5.8,1.2,19.0,71.9,-0.8,73.9,-1.8,T4
73825,FAM,14.0,14.0,7.2,3.0,0.6,18.8,59.2,-4.8,66.2,-0.2,T6
73825,PACT,18.8,18.8,8.8,5.6,1.2,14.0,79.2,4.8,78.5,0.2,T4
73826,Squared,16.4,16.4,7.2,3.4,1.0,13.4,79.2,3.0,73.3,1.2,T6
73826,expert,13.2,13.2,5.8,4.6,1.4,16.4,65.8,-3.2,65.8,-1.2,T4
73827,Squared,10.4,10.4,5.4,2.2,0.6,17.2,53.6,-6.8,58.6,-1.6,T6
73827,expert,17.2,17.2,9.0,5.0,2.4,10.8,78.2,6.4,81.7,1.6,T4
73828,NiP,18.0,18.0,9.6,4.8,1.6,15.6,73.8,2.4,75.3,-0.4,T1
73828,MIBR,15.6,15.6,6.4,3.6,1.0,18.0,66.1,-2.4,67.5,0.4,T1
73829,AZIO,18.8,18.8,9.6,4.2,0.6,10.8,82.8,8.0,89.4,2.2,T6
73830,AZIO,17.0,17.0,7.4,2.6,0.4,6.0,91.1,11.0,95.7,2.4,T6
73831,Squared,21.0,21.0,9.6,5.6,1.0,19.4,69.3,1.6,77.8,1.2,T6
73831,expert,19.4,19.4,9.8,5.8,2.0,21.2,68.0,-1.8,71.9,-1.2,T4
73832,FAM,16.4,16.4,7.6,4.0,0.8,12.0,75.3,4.4,83.2,-0.2,T6
73832,PACT,12.0,12.0,5.0,2.6,0.2,16.4,60.0,-4.4,70.0,0.2,T4
73833,NiP,17.2,17.2,9.8,3.8,0.4,17.2,70.4,0.0,69.4,-1.0,T1
73833,MIBR,17.2,17.2,6.0,4.4,0.8,17.4,68.2,-0.2,71.3,1.0,T1
73834,Pyrsos,19.2,19.2,7.0,5.2,1.4,13.0,83.5,6.2,85.2,-0.2,T6
73835,Pyrsos,23.4,23.4,10.0,7.8,2.0,25.6,67.6,-2.2,75.2,1.2,T6
73837,Pyrsos,21.2,21.2,8.0,5.4,1.6,18.4,79.3,2.8,77.7,0.6,T6
73838,Izako Boars,8.0,8.0,3.8,2.4,1.0,17.2,53.3,-9.2,56.6,0.0,T5
73838,FAM,17.2,17.2,8.8,5.2,1.8,8.0,85.5,9.2,97.0,0.0,T6
73839,Izako Boars,19.2,19.2,8.6,5.6,1.6,13.6,74.4,5.6,82.7,1.8,T5
73839,FAM,13.6,13.6,7.4,3.4,0.6,19.2,57.6,-5.6,65.2,-1.8,T6
73840,Izako Boars,8.2,8.2,4.2,2.6,0.6,16.4,53.3,-8.2,56.2,-1.6,T5
73840,FAM,16.4,16.4,7.4,4.2,0.8,8.2,88.9,8.2,91.5,1.6,T6
73841,Knock Out,17.2,17.2,8.6,3.2,0.4,9.4,88.4,7.8,93.7,1.4,T6
73841,Pyrsos,9.2,9.2,3.6,2.8,0.0,17.2,57.9,-8.0,64.2,-1.4,T6
73842,Knock Out,19.2,19.2,9.0,4.8,0.6,19.4,69.4,-0.2,71.3,0.8,T6
73842,Pyrsos,19.4,19.4,10.6,4.2,1.0,19.2,70.7,0.2,75.4,-0.8,T6
73843,UltiCoin,8.2,8.2,4.0,2.2,0.4,16.4,60.0,-8.2,58.2,-1.8,T5
73843,Knock Out,16.4,16.4,9.2,3.0,0.0,8.2,87.1,8.2,95.8,1.8,T6
73844,UltiCoin,21.2,21.2,8.4,8.0,2.4,20.0,71.3,1.2,76.3,-0.4,T5
73844,Knock Out,20.0,20.0,9.8,3.4,1.0,21.4,65.3,-1.4,73.8,0.4,T6
73845,UltiCoin,18.8,18.8,7.0,4.8,1.0,11.0,87.3,7.8,87.9,2.0,T5
73845,Knock Out,11.0,11.0,5.0,1.4,0.2,19.0,49.1,-8.0,59.4,-2.0,T6
73850,Movistar Riders,11.4,11.4,5.0,2.2,0.6,17.4,55.3,-6.0,64.2,-1.8,T4
73850,LDLC,17.2,17.2,8.8,3.0,0.8,11.6,78.1,5.6,85.3,1.8,T2
73851,Movistar Riders,17.2,17.2,8.4,3.2,0.6,22.2,63.0,-5.0,71.4,1.4,T4
73851,LDLC,22.0,22.0,8.6,5.8,1.4,17.2,77.8,4.8,86.8,-1.4,T2
73852,Majestic Lions,22.4,22.4,10.8,3.6,0.8,18.6,68.0,3.8,79.9,-0.4,T6
73852,Endpoint,18.4,18.4,8.4,6.0,2.0,22.6,57.3,-4.2,71.0,0.4,T4
73853,forZe,11.0,11.0,6.2,2.2,0.6,16.8,58.0,-5.8,68.6,-0.4,T4
73853,DreamEaters,16.8,16.8,7.0,3.2,1.8,11.0,79.0,5.8,87.7,0.4,T5
73854,Majestic Lions,16.4,16.4,7.6,4.0,0.8,6.4,94.1,10.0,96.3,2.6,T6
73854,Endpoint,6.4,6.4,3.0,1.6,0.6,16.4,43.5,-10.0,52.2,-2.6,T4
73855,forZe,25.2,25.2,11.2,5.8,1.6,21.8,68.9,3.4,73.1,0.8,T4
73855,DreamEaters,21.8,21.8,11.2,5.8,1.6,25.4,57.8,-3.6,65.1,-0.8,T5
73857,forZe,19.0,19.0,10.4,3.8,0.2,15.4,77.6,3.6,80.2,0.2,T4
73857,DreamEaters,15.4,15.4,7.2,2.2,0.6,19.0,59.2,-3.6,69.5,-0.2,T5
73858,orgless,16.6,16.6,9.0,3.6,1.0,9.4,87.4,7.2,89.6,1.4,T6
73858,EURONICS,9.4,9.4,5.2,1.6,0.4,16.6,50.5,-7.2,58.5,-1.4,T4
73859,orgless,19.6,19.6,9.2,4.6,0.8,17.4,71.9,2.2,78.7,1.0,T6
73859,EURONICS,17.2,17.2,7.0,3.6,1.2,19.6,61.5,-2.4,71.8,-1.0,T4
73860,Tempo Storm,20.0,20.0,8.0,4.4,1.0,16.6,73.8,3.4,84.3,0.4,T6
73860,Valiance,16.4,16.4,7.6,5.6,2.4,20.0,66.2,-3.6,73.2,-0.4,T4
73861,Nexus,19.6,19.6,8.4,5.6,1.0,20.2,71.7,-0.6,74.9,-0.2,T4
73861,No Quarter Cartel,20.2,20.2,9.2,4.8,0.2,19.8,70.4,0.4,75.7,0.2,T6
73862,Nexus,21.2,21.2,8.4,4.2,0.4,19.2,74.7,2.0,78.4,1.6,T4
73862,No Quarter Cartel,19.2,19.2,9.8,7.4,2.8,21.2,69.3,-2.0,66.9,-1.6,T6
73863,Tempo Storm,15.8,15.8,7.6,6.0,2.6,20.4,64.6,-4.6,67.8,-1.6,T6
73863,Valiance,20.4,20.4,10.0,7.4,2.6,15.8,85.4,4.6,83.9,1.6,T4
73864,Tempo Storm,18.8,18.8,8.8,4.6,1.2,17.8,70.0,1.0,78.8,0.8,T6
73864,Valiance,17.8,17.8,8.8,3.8,0.2,18.8,73.8,-1.0,76.2,-0.8,T4
73865,Breakaway,17.0,17.0,9.2,5.6,1.2,14.0,75.8,3.0,76.8,-0.4,T5
73865,Respawn Ninja Black,14.0,14.0,5.2,3.2,1.2,17.0,65.8,-3.0,69.4,0.4,T6
73866,Respawn Ninja Black,17.8,17.8,8.4,3.8,1.2,15.0,74.2,2.8,79.7,-0.4,T6
73866,Breakaway,15.0,15.0,6.2,3.4,0.6,17.8,68.3,-2.8,73.1,0.4,T5
73867,Smoke Criminals,22.2,22.2,8.4,9.8,2.0,18.8,76.0,3.4,78.0,0.4,T5
73867,Ambush,18.8,18.8,7.6,4.4,1.4,22.2,65.3,-3.4,68.3,-0.4,T6
73868,Smoke Criminals,15.2,15.2,5.8,5.0,1.6,16.6,67.5,-1.4,68.0,-0.8,T5
73868,Ambush,16.6,16.6,9.2,2.8,1.0,15.2,74.2,1.4,74.9,0.8,T6
73869,EoN,21.0,21.0,8.4,3.2,0.0,19.2,71.7,1.8,81.4,1.4,T6
73870,EoN,19.2,19.2,8.2,5.6,0.4,18.4,69.3,0.8,75.1,0.4,T6
73871,Endpoint,17.0,17.0,6.4,5.6,1.6,19.6,71.4,-2.6,68.5,-0.8,T4
73871,WASD,19.6,19.6,8.4,4.8,0.8,17.0,74.3,2.6,75.2,0.8,T6
73872,Endpoint,19.8,19.8,7.2,3.6,1.2,17.4,73.4,2.4,77.8,1.0,T4
73872,WASD,17.4,17.4,7.4,3.6,0.8,19.8,61.5,-2.4,73.2,-1.0,T6
73873,Endpoint,18.0,18.0,8.2,3.6,1.0,10.4,85.7,7.6,87.7,1.4,T4
73873,WASD,10.4,10.4,6.0,3.0,0.6,18.0,59.0,-7.6,57.5,-1.4,T6
73874,MC,8.6,8.6,5.0,0.8,0.4,16.0,46.6,-7.4,57.3,-1.2,T5
73874,TRIDENT,16.0,16.0,5.8,3.8,1.2,8.6,77.8,7.4,91.7,1.2,T5
73875,TRIDENT,11.4,11.4,5.2,2.8,1.2,17.6,56.2,-6.2,64.6,0.2,T5
73875,MC,17.6,17.6,7.8,4.4,1.2,11.4,77.2,6.2,86.8,-0.2,T5
73876,Bpro,16.6,16.6,7.0,3.8,0.8,11.6,78.1,5.0,81.2,-0.2,T4
73876,Quantum Bellator Fire,11.6,11.6,5.6,2.6,0.2,16.6,60.0,-5.0,61.7,0.2,T6
73877,Bpro,18.0,18.0,8.2,4.0,0.8,20.2,65.7,-2.2,73.2,-0.4,T4
73877,Quantum Bellator Fire,20.2,20.2,8.0,3.8,0.6,18.0,75.7,2.2,78.9,0.4,T6
73878,Wild,19.2,19.2,9.6,6.6,1.8,13.6,81.7,5.6,80.9,1.2,T4
73878,Bulldozer,13.4,13.4,5.4,4.4,2.0,19.2,60.0,-5.8,65.8,-1.2,T5
73879,C4,23.6,23.6,8.2,8.0,0.4,28.2,71.2,-4.6,64.6,0.2,T6
73879,W7M,28.0,28.0,9.6,8.4,2.4,23.6,77.0,4.4,74.0,-0.2,T5
73882,Malvinas,18.8,18.8,9.8,6.0,0.8,13.8,75.7,5.0,88.3,1.0,T6
73882,Quad,13.8,13.8,5.4,3.0,0.0,19.0,61.7,-5.2,66.0,-1.0,T6
73883,Santos,6.4,6.4,3.4,2.0,1.0,16.4,47.1,-10.0,49.5,-1.4,T5
73883,Imperial,16.4,16.4,8.4,4.0,1.2,6.4,90.6,10.0,97.5,1.4,T4
73884,Malvinas,18.8,18.8,10.8,3.6,1.0,16.4,66.9,2.4,77.7,-1.6,T6
73884,Quad,16.4,16.4,7.8,3.2,0.6,18.8,66.9,-2.4,72.7,1.6,T6
73885,Infamous,17.6,17.6,8.0,6.8,1.2,10.2,83.8,7.4,87.6,0.2,T5
73885,Glockoma,10.0,10.0,4.8,1.8,0.2,17.6,50.5,-7.6,59.7,-0.4,T6
73886,Grizzlys,19.8,19.8,7.6,6.8,1.4,17.2,77.1,2.6,75.3,-1.2,T5
73886,Dignitas fe,17.2,17.2,9.0,5.2,1.4,19.8,72.2,-2.6,68.1,1.2,T6
73887,Infamous,17.2,17.2,8.4,5.0,1.4,12.4,78.9,4.8,93.6,1.0,T5
73887,Glockoma,12.4,12.4,6.6,3.6,0.0,17.2,65.3,-4.8,70.5,-1.0,T6
73888,Grizzlys,16.8,16.8,5.6,4.4,1.0,8.4,81.0,8.4,89.6,1.8,T5
73888,Dignitas fe,8.4,8.4,5.0,2.0,1.2,17.0,50.5,-8.6,53.6,-1.8,T6
73892,Mythic,20.6,20.6,10.0,6.4,0.6,16.0,71.1,4.6,82.6,1.4,T4
73892,EGO,16.0,16.0,7.6,4.2,1.0,20.6,66.0,-4.6,67.4,-1.4,T5
73893,Mythic,18.4,18.4,9.6,4.8,0.4,9.6,85.0,8.8,95.0,2.0,T4
73893,EGO,9.6,9.6,4.4,3.6,1.0,18.4,51.0,-8.8,65.2,-2.0,T5
73894,ALTERNATE aTTaX,16.4,16.4,8.4,4.2,1.2,20.6,60.7,-4.2,63.6,0.0,T4
73894,pro100,20.6,20.6,10.2,5.0,1.8,16.4,70.7,4.2,78.8,0.0,T4
73895,ALTERNATE aTTaX,17.6,17.6,8.2,6.0,1.8,21.4,65.5,-3.8,69.8,-0.2,T4
73895,pro100,21.4,21.4,9.2,5.0,1.0,17.6,76.6,3.8,79.1,0.2,T4
73896,Spirit,11.0,11.0,6.0,4.4,1.8,17.2,60.9,-6.2,54.6,-0.8,T4
73896,Chaos,17.2,17.2,7.8,5.8,2.8,11.0,85.5,6.2,83.3,0.8,T4
73897,LDLC,13.4,13.4,7.4,1.8,0.4,19.2,53.1,-5.8,66.6,0.2,T2
73897,3DMAX,19.2,19.2,9.0,5.2,1.4,13.4,80.9,5.8,88.4,-0.2,T4
73898,Nexus,20.2,20.2,6.8,5.2,1.4,18.0,67.2,2.2,77.1,0.8,T4
73898,DreamEaters,17.6,17.6,8.0,6.0,0.8,20.2,62.9,-2.6,69.9,-0.8,T5
73899,EURONICS,13.6,13.6,6.6,3.4,0.8,15.8,67.8,-2.2,67.3,-0.6,T4
73899,3DMAX,15.4,15.4,7.8,3.8,0.8,13.6,72.2,1.8,72.4,0.6,T4
73900,WASD,12.4,12.4,7.2,2.2,0.4,19.6,49.6,-7.2,65.2,-1.4,T6
73900,SuperJymy,19.4,19.4,10.2,3.0,0.8,12.4,84.4,7.0,90.4,1.4,T4
73901,WASD,24.6,24.6,12.2,7.4,0.8,23.4,70.9,1.2,75.7,-0.2,T6
73901,SuperJymy,23.4,23.4,12.4,5.8,1.8,24.6,68.0,-1.2,74.5,0.2,T4
73903,HAVU,22.6,22.6,9.0,7.6,2.0,19.4,79.3,3.2,83.7,1.6,T4
73903,FCDB,19.4,19.4,7.4,7.8,2.0,23.0,66.7,-3.6,72.5,-1.6,T6
73904,WASD,24.0,24.0,10.4,5.8,1.8,24.6,71.7,-0.6,71.7,1.6,T6
73904,SuperJymy,24.6,24.6,12.6,4.4,0.6,24.0,68.9,0.6,74.9,-1.6,T4
73906,Izako Boars,20.4,20.4,7.4,5.4,2.2,15.6,78.4,4.8,81.4,0.4,T5
73906,expert,15.6,15.6,8.0,5.4,1.8,20.4,64.6,-4.8,66.0,-0.4,T4
73907,AGO,20.8,20.8,9.2,4.8,1.2,18.2,67.1,2.6,80.5,1.2,T4
73907,forZe,18.2,18.2,8.8,5.0,1.4,20.8,62.8,-2.6,73.5,-1.2,T4
73908,AGO,16.2,16.2,8.0,3.2,0.4,17.2,63.1,-1.0,71.1,-1.6,T4
73908,forZe,17.2,17.2,8.8,4.8,1.0,16.2,70.0,1.0,72.3,1.6,T4
73909,AGO,12.8,12.8,5.2,3.4,0.4,18.8,54.2,-6.0,67.4,-1.2,T4
73909,forZe,18.8,18.8,9.0,4.6,1.2,13.0,80.8,5.8,83.2,1.2,T4
73910,Jordan's Money Crew,19.8,19.8,8.6,6.6,1.8,16.0,76.4,3.8,74.8,-0.8,T5
73910,Chaos,16.0,16.0,7.4,3.6,1.6,19.8,63.6,-3.8,68.1,0.8,T4
73914,expert,14.2,14.2,7.0,4.0,1.0,19.0,60.0,-4.8,67.5,-0.4,T4
73914,Royal Bandits,18.8,18.8,10.6,5.6,0.8,14.2,78.3,4.6,82.0,0.4,T6
73915,Formidable,18.2,18.2,8.2,6.4,0.6,21.2,64.3,-3.0,70.7,-0.4,T5
73915,seadoggs,21.2,21.2,10.6,4.6,0.6,18.4,79.3,2.8,82.4,0.4,T5
73916,SYF,15.8,15.8,6.6,2.6,0.4,19.8,56.3,-4.0,65.4,-1.8,T6
73916,Taboo,19.8,19.8,9.6,5.6,1.4,15.8,77.8,4.0,79.2,1.8,T5
73917,Exsto,15.2,15.2,7.2,2.8,0.4,20.4,59.3,-5.2,63.5,-1.0,T5
73918,Taboo,18.2,18.2,8.2,6.2,3.2,18.4,65.5,-0.2,71.2,0.2,T5
73918,SYF,18.4,18.4,9.2,4.0,1.4,18.2,58.6,0.2,68.7,-0.2,T6
73919,Dynasty,17.4,17.4,6.0,4.2,0.4,8.4,88.4,9.0,93.2,2.2,T5
73919,Formidable,8.4,8.4,4.6,1.8,0.4,17.4,52.6,-9.0,55.0,-2.2,T5
73920,Vizard,15.6,15.6,7.2,2.6,0.0,19.0,57.6,-3.4,69.6,-0.2,T6
73920,ORDER,19.0,19.0,9.6,4.2,1.0,15.8,72.0,3.2,79.4,0.2,T4
73921,ex-AVANT,20.4,20.4,10.4,6.2,1.2,16.6,75.4,3.8,85.6,0.8,T5
73921,madlikewizards,16.6,16.6,5.6,6.2,1.2,20.4,66.2,-3.8,72.3,-0.8,T5
73922,madlikewizards,17.6,17.6,7.0,4.0,1.2,9.8,83.0,7.8,91.7,1.2,T5
73922,ex-AVANT,9.8,9.8,4.8,2.6,0.6,17.6,52.0,-7.8,60.6,-1.2,T5
73923,Dynasty,16.2,16.2,6.8,3.0,0.6,19.0,63.8,-2.8,70.0,-0.4,T5
73924,seadoggs,9.2,9.2,4.2,2.8,0.6,17.4,51.0,-8.2,57.5,-2.0,T5
73924,Grayhound,17.2,17.2,7.8,4.6,0.8,9.4,80.0,7.8,90.1,2.0,T4
73925,Tainted Minds,19.2,19.2,7.4,4.2,1.4,18.6,69.3,0.6,74.7,0.8,T4
73925,Breakaway,18.6,18.6,8.4,5.0,2.0,19.2,73.6,-0.6,75.0,-0.8,T5
73926,x-kom,16.0,16.0,8.4,5.6,2.0,13.4,74.0,2.6,83.7,-0.4,T4
73926,Quantum Bellator Fire,13.2,13.2,6.6,2.0,0.4,16.0,64.0,-2.8,74.7,0.4,T6
73927,Nemiga,18.2,18.2,10.2,2.8,0.6,19.8,68.6,-1.6,74.3,-1.2,T4
73927,LDLC,19.8,19.8,8.0,4.2,0.8,18.2,73.6,1.6,79.6,1.2,T2
73928,Lyngby Vikings,19.6,19.6,9.6,5.2,2.6,14.4,72.3,5.2,81.5,1.2,T5
73929,ENCE,18.4,18.4,7.8,5.6,0.6,16.0,72.3,2.4,78.2,0.4,T2
73929,Royal Bandits,16.0,16.0,7.4,3.8,1.2,18.4,60.8,-2.4,69.1,-0.4,T6
73930,Epsilon,17.2,17.2,6.0,4.6,0.6,13.2,78.4,4.0,75.7,2.2,T4
73930,Spirit,13.2,13.2,6.4,2.2,0.6,17.8,57.6,-4.6,61.8,-2.2,T4
73931,Nemiga,15.8,15.8,9.2,2.6,0.2,20.0,60.8,-4.2,70.5,-1.2,T4
73931,LDLC,20.0,20.0,9.8,5.0,0.8,15.8,73.9,4.2,82.1,1.2,T2
73932,Lyngby Vikings,20.6,20.6,8.6,6.4,1.8,15.0,81.5,5.6,83.4,1.6,T5
73933,Epsilon,15.2,15.2,7.2,3.4,0.0,17.2,72.0,-2.0,68.5,-1.0,T4
73933,Spirit,17.2,17.2,8.4,5.4,2.4,15.2,74.4,2.0,74.7,1.0,T4
73934,Epsilon,18.6,18.6,7.8,4.4,1.0,15.2,73.6,3.4,81.6,0.6,T4
73934,Spirit,15.2,15.2,6.2,3.8,1.0,18.6,62.4,-3.4,71.1,-0.6,T4
73935,ENCE,7.4,7.4,4.2,0.8,0.2,16.6,47.1,-9.2,57.0,-1.4,T2
73935,Royal Bandits,16.6,16.6,8.2,3.4,0.4,7.4,91.8,9.2,99.5,1.4,T6
73936,ENCE,17.8,17.8,7.6,4.2,1.2,19.6,68.2,-1.8,75.0,-0.6,T2
73936,Royal Bandits,19.6,19.6,10.4,4.0,1.2,17.8,68.2,1.8,80.6,0.6,T6
73937,PACT,36.0,36.0,14.0,10.8,2.0,36.8,70.6,-0.8,75.2,-2.6,T4
73937,Izako Boars,36.8,36.8,15.8,12.4,3.8,36.2,71.7,0.6,76.1,2.6,T5
73942,PACT,24.2,24.2,11.8,5.8,0.8,22.6,72.0,1.6,75.2,1.8,T4
73942,Izako Boars,22.6,22.6,10.4,6.6,1.2,24.2,66.8,-1.6,71.3,-1.8,T5
73944,Furious,20.4,20.4,11.0,5.6,2.4,16.6,72.4,3.8,78.3,0.6,T6
73944,Good Fellas,16.4,16.4,8.0,3.6,0.6,20.4,63.4,-4.0,62.0,-0.6,T5
73945,Mythic,19.2,19.2,8.2,5.0,0.8,10.6,89.1,8.6,89.8,2.0,T4
73945,Excelerate,10.6,10.6,5.0,2.6,0.8,19.2,52.7,-8.6,56.3,-2.0,T6
73947,Infamous,17.4,17.4,7.6,6.2,1.2,12.8,77.4,4.6,79.8,0.2,T5
73948,Infamous,22.0,22.0,10.2,6.4,1.4,19.0,74.7,3.0,78.2,-0.4,T5
73949,Glockoma,10.4,10.4,5.8,1.8,0.0,18.4,50.5,-8.0,60.4,-1.8,T6
73949,BlackOut,18.4,18.4,6.8,5.8,1.0,10.4,83.8,8.0,90.1,1.8,T6
73950,Glockoma,14.8,14.8,8.2,3.8,0.6,18.6,65.2,-3.8,73.7,0.2,T6
73950,BlackOut,18.6,18.6,8.2,4.2,1.0,14.8,75.7,3.8,85.9,-0.2,T6
73951,Swole Patrol,19.6,19.6,8.2,5.8,1.4,23.0,67.6,-3.4,73.2,-1.8,T4
73951,Gorilla Gang,23.0,23.0,8.2,7.2,2.4,19.8,79.3,3.2,83.4,1.8,T6
73952,Swole Patrol,17.2,17.2,8.6,2.8,0.0,19.4,72.0,-2.2,74.1,-0.2,T4
73952,Gorilla Gang,19.4,19.4,9.4,4.2,0.6,17.2,75.2,2.2,80.6,0.2,T6
73953,TeamOne,18.0,18.0,9.6,2.4,0.4,12.8,78.1,5.2,87.8,-0.6,T4
73953,Stormborns,12.8,12.8,6.6,2.4,0.4,18.0,61.9,-5.2,69.0,0.6,T6
73954,TeamOne,19.0,19.0,7.8,5.0,1.6,9.2,85.7,9.8,93.8,2.2,T4
73954,Stormborns,9.2,9.2,4.2,2.4,0.6,19.0,46.7,-9.8,59.0,-2.2,T6
73955,Furious,21.2,21.2,9.4,3.6,0.2,18.4,75.2,2.8,78.6,0.6,T6
73955,Good Fellas,18.2,18.2,11.6,3.8,0.8,21.2,74.5,-3.0,70.8,-0.6,T5
73956,Las Vegas MiniGunners,21.4,21.4,9.4,5.4,0.4,20.6,72.4,0.8,75.5,-0.6,T5
73956,The Mad Lads,20.6,20.6,7.4,6.6,1.0,21.4,69.7,-0.8,79.6,0.6,T6
73957,Las Vegas MiniGunners,17.6,17.6,7.8,5.6,1.0,16.0,78.3,1.6,79.1,-0.8,T5
73957,The Mad Lads,15.8,15.8,5.8,5.0,1.0,17.8,70.8,-2.0,74.8,0.8,T6
73958,Gorilla Gang,18.6,18.6,9.8,4.0,0.8,13.8,76.5,4.8,83.5,0.6,T6
73958,Infamous,13.8,13.8,7.4,4.0,1.4,18.6,59.1,-4.8,68.8,-0.6,T5
73959,Bravado,22.2,22.2,10.2,3.4,0.2,16.6,77.2,5.6,86.6,1.2,T3
73959,BlackOut,16.6,16.6,9.8,3.2,0.4,22.4,57.1,-5.8,70.3,-1.2,T6
73960,Gorilla Gang,25.8,25.8,11.4,5.6,0.4,25.0,72.2,0.8,78.1,-1.2,T6
73960,Infamous,25.0,25.0,11.0,6.0,1.8,25.8,69.4,-0.8,76.9,1.2,T5
73961,Bravado,18.6,18.6,9.6,5.4,1.4,17.4,76.2,1.2,76.8,-0.4,T3
73961,BlackOut,17.4,17.4,8.4,4.6,0.6,18.6,63.8,-1.2,73.1,0.4,T6
73963,Gorilla Gang,17.2,17.2,8.2,3.4,0.6,10.4,78.0,6.8,90.8,0.8,T6
73963,Infamous,10.4,10.4,5.6,2.8,0.4,17.4,56.0,-7.0,64.8,-0.8,T5
73964,Dynasty,22.0,22.0,7.8,6.2,1.2,18.4,72.7,3.6,79.9,0.4,T5
73964,AVANT,18.4,18.4,8.0,3.6,0.6,22.0,57.3,-3.6,73.7,-0.4,T5
73965,Emprox,12.0,12.0,5.0,3.6,0.2,17.8,63.8,-5.8,67.6,-2.6,T6
73966,madlikewizards,21.6,21.6,8.4,5.6,1.4,15.8,80.8,5.8,87.6,1.2,T5
73966,Breakaway,15.8,15.8,9.0,3.0,0.4,21.6,61.5,-5.8,69.6,-1.2,T5
73967,AVANT,21.2,21.2,11.2,6.2,1.4,18.4,75.9,2.8,79.2,-1.0,T5
73967,Dynasty,18.4,18.4,7.8,5.0,0.4,21.2,66.2,-2.8,69.1,1.0,T5
73968,3DMAX,19.6,19.6,7.2,6.4,2.4,15.4,71.9,4.2,79.0,-0.6,T4
73968,Virtus.pro,15.4,15.4,5.4,4.6,1.8,19.6,57.0,-4.2,62.0,0.6,T3
73969,Exsto,18.4,18.4,8.4,4.4,1.2,20.8,66.4,-2.4,72.8,-0.8,T5
73969,madlikewizards,20.8,20.8,6.6,6.4,2.0,18.4,74.3,2.4,81.5,0.8,T5
73970,Ground Zero,19.6,19.6,8.6,7.2,2.2,20.0,70.4,-0.4,75.3,0.2,T5
73970,Taboo,20.0,20.0,9.6,5.2,1.0,19.6,75.2,0.4,73.7,-0.2,T5
73972,forZe,15.4,15.4,8.6,3.8,1.6,20.4,60.0,-5.0,63.2,-1.6,T4
73972,Movistar Riders,20.0,20.0,8.4,5.8,1.2,15.6,79.2,4.4,80.4,1.2,T4
73973,forZe,21.4,21.4,9.4,5.0,0.8,20.8,68.7,0.6,77.1,0.0,T4
73973,Movistar Riders,20.8,20.8,9.6,5.6,1.2,21.4,72.0,-0.6,76.1,0.0,T4
73974,Izako Boars,17.0,17.0,7.6,3.6,0.4,13.0,76.4,4.0,80.8,0.4,T5
73974,EURONICS,13.0,13.0,6.4,3.4,0.4,17.0,67.3,-4.0,64.8,-0.4,T4
73975,Valiance,18.2,18.2,7.6,4.4,1.4,14.2,70.8,4.0,76.6,1.6,T4
73975,pro100,14.2,14.2,6.8,3.6,0.4,18.2,59.2,-4.0,65.8,-1.6,T4
73976,forZe,22.0,22.0,9.0,3.8,0.4,16.2,73.8,5.8,79.6,1.8,T4
73976,Tricked,16.2,16.2,10.0,3.8,1.8,22.0,58.6,-5.8,63.9,-1.8,T4
73977,Valiance,19.4,19.4,7.8,6.6,2.6,19.2,69.7,0.2,69.8,0.6,T4
73977,pro100,19.2,19.2,10.2,5.8,2.2,19.4,72.4,-0.2,73.4,-0.6,T4
