match_id,team_name,kills,headshots,assists,flash_assists,deaths,kd_ratio,kd_diff,adr,fk_dif,rating,tier
68564,Berzerk,17.6,17.6,9.0,4.6,1.4,11.8,74.8,5.8,77.7,1.0,T5
68566,Kinguin,20.2,20.2,9.2,3.6,0.4,14.2,80.0,6.0,83.2,2.6,T4
68566,eXtatus,14.2,14.2,6.2,2.2,0.2,20.2,57.6,-6.0,66.3,-2.6,T6
68567,Epsilon,20.0,20.0,8.8,4.2,0.2,21.6,68.0,-1.6,73.7,0.4,T4
68567,x-kom,21.6,21.6,8.8,3.4,0.2,20.0,70.0,1.6,79.8,-0.4,T4
68568,Epsilon,15.8,15.8,7.2,2.4,0.2,21.4,58.4,-5.6,68.5,1.2,T4
68568,x-kom,21.4,21.4,8.8,5.2,0.6,15.8,76.1,5.6,83.7,-1.2,T4
68569,Imperial,16.6,16.6,6.8,4.4,2.0,18.2,66.9,-1.6,73.6,-0.8,T4
68569,Singularity,18.2,18.2,6.2,5.6,1.4,16.6,74.6,1.6,75.4,0.8,T4
68570,Spirit,18.2,18.2,6.6,3.8,1.0,12.8,77.5,5.4,79.4,2.0,T4
68570,Wind and Rain,12.8,12.8,6.6,2.2,0.8,18.2,55.8,-5.4,62.0,-2.0,T6
68571,Kinguin,19.4,19.4,9.6,7.2,1.2,17.0,75.6,2.4,77.7,1.8,T4
68571,Berzerk,17.0,17.0,7.0,4.6,0.4,19.4,66.0,-2.4,68.0,-1.8,T5
68572,Kinguin,16.6,16.6,7.0,3.6,0.8,10.4,79.0,6.2,86.3,0.4,T4
68572,Berzerk,10.2,10.2,4.4,2.2,0.4,16.6,54.0,-6.4,57.6,-0.4,T5
68573,EURONICS,21.6,21.6,10.4,7.4,3.4,16.4,80.0,5.2,85.0,1.0,T4
68573,Tricked,16.4,16.4,10.4,4.2,0.6,21.6,63.7,-5.2,69.1,-1.0,T4
68574,EURONICS,18.8,18.8,10.4,4.8,2.0,13.8,79.1,5.0,87.3,-0.2,T4
68574,Tricked,13.8,13.8,7.6,2.8,1.0,18.8,62.6,-5.0,70.6,0.2,T4
68575,Singularity,20.8,20.8,9.4,5.0,1.4,19.6,68.7,1.2,74.7,0.8,T4
68576,Singularity,16.4,16.4,7.2,4.2,1.0,10.6,81.0,5.8,91.0,0.6,T4
68577,fnatic Academy,27.2,27.2,11.2,6.4,1.2,26.4,71.2,0.8,70.0,2.6,T6
68577,Squared,25.8,25.8,11.0,8.0,3.2,27.2,71.7,-1.4,70.5,-2.8,T6
68580,fnatic Academy,21.8,21.8,10.0,7.2,3.0,16.6,77.9,5.2,83.3,0.0,T6
68580,Squared,16.6,16.6,7.8,4.2,1.4,21.8,63.6,-5.2,66.8,0.0,T6
68581,YeaH!,23.8,23.8,9.0,5.2,0.4,22.2,67.4,1.6,75.7,0.2,T5
68581,Isurus,22.2,22.2,10.0,5.6,1.0,24.0,66.3,-1.8,70.8,-0.2,T5
68583,Armada,18.2,18.2,7.2,5.6,1.4,19.6,68.2,-1.4,74.2,-1.0,T6
68584,Virtue,19.2,19.2,9.2,4.4,1.4,11.2,82.5,8.0,82.8,1.0,T6
68584,Furious,11.2,11.2,4.6,2.0,0.4,19.4,50.0,-8.2,56.2,-1.0,T6
68585,Levitate,18.4,18.4,6.4,4.2,0.6,23.0,59.3,-4.6,72.1,-2.2,T6
68585,Fam143,23.0,23.0,12.8,4.0,0.6,18.4,72.4,4.6,84.8,2.2,T6
68586,The Entourage,19.6,19.6,9.6,6.4,2.6,20.4,64.2,-0.8,75.7,-0.6,T6
68586,iNTACT,20.4,20.4,8.0,6.0,0.6,19.6,70.4,0.8,78.1,0.6,T4
68587,Mentality,17.6,17.6,6.4,3.6,0.2,10.6,85.0,7.0,89.8,1.2,T6
68588,Mentality,18.6,18.6,9.2,2.8,0.8,16.6,70.4,2.0,75.9,0.2,T6
68589,Levitate,13.6,13.6,6.8,1.2,0.0,18.4,55.4,-4.8,69.4,0.0,T6
68589,Fam143,18.4,18.4,11.0,3.8,0.6,13.6,73.6,4.8,87.2,0.0,T6
68590,AZIO,16.8,16.8,9.8,4.2,0.8,19.0,66.7,-2.2,70.1,0.0,T6
68590,The Pioneers,19.0,19.0,7.6,4.8,0.4,17.0,78.5,2.0,75.1,-0.2,T6
68591,Armada,16.6,16.6,5.8,5.8,1.8,7.8,89.4,8.8,90.3,2.2,T6
68592,Armada,17.8,17.8,7.4,4.2,0.4,10.8,82.0,7.0,92.0,1.2,T6
68593,Mythic,10.0,10.0,4.8,2.0,0.2,18.0,51.4,-8.0,60.7,-2.2,T4
68593,Dignitas,18.0,18.0,7.6,5.2,1.6,10.0,83.8,8.0,88.0,2.2,T6
68594,fnatic Academy,16.0,16.0,7.0,3.4,0.4,19.6,60.8,-3.6,64.9,0.0,T6
68594,Squared,19.6,19.6,9.4,5.6,1.0,16.0,73.1,3.6,79.2,0.0,T6
68595,W7M,18.2,18.2,7.2,5.2,2.4,9.8,83.0,8.4,95.4,2.0,T5
68595,Andes,9.6,9.6,5.0,3.4,0.4,18.2,54.0,-8.6,58.0,-2.0,T5
68596,The Entourage,22.8,22.8,10.6,6.0,1.8,21.8,72.4,1.0,70.7,-0.8,T6
68596,iNTACT,21.8,21.8,9.8,5.2,1.8,22.8,68.8,-1.0,70.1,0.8,T4
68598,Clutch Solutions,15.4,15.4,5.8,3.6,0.4,19.6,67.7,-4.2,63.2,-0.8,T6
68598,AZIO,19.6,19.6,8.8,4.6,0.4,15.4,79.3,4.2,80.8,0.8,T6
68599,XFORCE,16.0,16.0,7.2,4.6,0.0,18.8,68.3,-2.8,78.1,-2.4,T6
68599,The Pioneers,18.8,18.8,8.6,1.6,0.0,16.0,74.2,2.8,82.1,2.4,T6
68600,Fam143,22.0,22.0,10.4,5.0,0.2,19.6,74.7,2.4,78.8,0.4,T6
68600,The Entourage,19.6,19.6,9.0,6.4,0.8,22.0,66.7,-2.4,69.4,-0.4,T6
68601,Mentality,25.0,25.0,12.2,6.6,1.4,26.2,66.7,-1.2,77.0,-1.2,T6
68601,Armada,26.2,26.2,12.6,5.8,1.6,25.0,73.3,1.2,79.7,1.2,T6
68603,MDL Jammers,8.6,8.6,4.2,1.0,0.0,16.6,47.1,-8.0,63.1,-1.0,T6
68603,Born,16.6,16.6,8.4,4.0,0.6,8.6,83.5,8.0,98.6,1.0,T6
68604,FURIA Inagame,34.0,34.0,14.2,7.6,1.8,29.8,75.4,4.2,77.4,0.0,T5
68604,Bulldozer,29.8,29.8,10.8,6.8,1.6,34.0,67.5,-4.2,69.5,0.0,T5
68608,Fam143,22.0,22.0,10.4,4.0,0.0,20.6,68.7,1.4,77.9,0.0,T6
68608,The Entourage,20.4,20.4,9.4,5.2,0.6,22.0,66.7,-1.6,74.4,0.0,T6
68609,Mentality,19.8,19.8,9.4,4.2,0.4,16.8,79.2,3.0,85.6,0.2,T6
68609,Armada,16.8,16.8,7.2,3.0,0.0,19.8,64.0,-3.0,73.2,-0.2,T6
68610,Mentality,13.0,13.0,5.2,2.6,0.0,18.4,57.4,-5.4,65.2,-2.2,T6
68610,Armada,18.2,18.2,7.0,6.0,0.6,13.0,80.9,5.2,82.2,2.2,T6
68611,Winstrike,21.2,21.2,8.4,5.2,1.0,20.2,70.7,1.0,75.8,0.4,T4
68611,Sprout,20.2,20.2,10.4,6.8,1.6,21.2,75.3,-1.0,73.4,-0.4,T4
68612,FaZe,17.6,17.6,7.6,4.6,0.4,10.2,85.0,7.4,88.1,0.0,T1
68612,Ghost,10.2,10.2,5.8,3.4,1.0,17.6,59.0,-7.4,62.9,0.0,T2
68613,Space Soldiers,20.8,20.8,10.4,6.8,2.2,18.0,75.9,2.8,79.9,1.0,T6
68613,SK,17.8,17.8,7.0,4.4,0.4,20.8,65.5,-3.0,74.1,-1.0,T6
68614,Chiefs,21.4,21.4,7.8,5.0,1.6,20.0,67.3,1.4,76.6,-0.2,T4
68614,Control,20.0,20.0,7.0,5.0,0.6,21.6,65.3,-1.6,72.7,0.0,T6
68615,Legacy,20.6,20.6,9.4,6.0,0.6,16.8,72.1,3.8,80.2,-0.4,T5
68615,Dark Sided,16.8,16.8,7.4,4.6,0.8,20.8,60.7,-4.0,67.6,0.4,T6
68616,Chiefs,17.4,17.4,7.0,4.6,1.6,7.6,84.4,9.8,99.1,2.0,T4
68616,1UP,7.4,7.4,3.2,1.4,0.2,17.4,38.9,-10.0,50.2,-2.0,T6
68617,ORDER,18.2,18.2,8.8,3.6,0.6,15.6,68.4,2.6,77.5,0.4,T4
68617,Grayhound,15.6,15.6,7.4,3.4,0.4,18.4,56.2,-2.8,66.6,-0.4,T4
68618,1UP,7.6,7.6,3.6,1.4,0.2,16.8,42.2,-9.2,58.4,-2.0,T6
68618,SYF,16.8,16.8,9.4,2.4,0.4,7.6,83.3,9.2,94.1,2.0,T6
68619,Surge,11.4,11.4,5.2,3.0,1.0,17.8,53.3,-6.4,55.5,-1.2,T6
68619,Tainted Minds,17.8,17.8,7.0,6.2,2.8,11.4,80.0,6.4,78.0,1.2,T4
68620,Conspiracy,20.8,20.8,7.0,7.8,2.6,14.6,80.8,6.2,88.0,1.4,T6
68620,Corvidae,14.4,14.4,6.8,3.4,0.8,20.8,56.0,-6.4,65.6,-1.4,T6
68621,Galactica,7.6,7.6,2.2,2.4,0.4,15.0,49.4,-7.4,57.0,-1.0,T6
68621,Tainted Minds,15.0,15.0,8.4,4.6,1.8,7.6,84.7,7.4,90.2,1.0,T4
68622,Corvidae,16.6,16.6,7.2,5.0,0.8,20.2,60.0,-3.6,69.0,1.0,T6
68622,Grayhound,20.2,20.2,7.6,5.2,2.4,16.6,69.7,3.6,79.9,-1.0,T4
68623,seadoggs,9.8,9.8,5.8,2.0,0.0,17.2,64.2,-7.4,58.4,-0.6,T5
68623,SYF,17.2,17.2,7.0,4.4,0.2,9.8,85.2,7.4,92.7,0.6,T6
68624,GoodJob,20.8,20.8,10.4,5.6,2.8,19.0,69.3,1.8,76.8,0.8,T5
68624,SkitLite,19.0,19.0,8.4,4.6,1.2,20.8,64.7,-1.8,73.7,-0.8,T6
68625,Winstrike,20.4,20.4,8.0,3.6,1.6,19.8,66.2,0.6,76.6,-1.4,T4
68625,Sprout,19.8,19.8,9.0,4.8,1.2,20.4,66.9,-0.6,75.1,1.4,T4
68626,FaZe,18.6,18.6,9.4,3.2,0.8,14.4,74.2,4.2,83.4,0.0,T1
68626,Ghost,14.4,14.4,6.4,3.8,0.8,18.8,57.5,-4.4,66.9,0.0,T2
68627,Ha MaSSe,16.6,16.6,8.0,3.8,0.6,18.8,68.2,-2.2,67.8,-0.4,T6
68627,FLuffy Gangsters,18.8,18.8,7.8,4.6,1.6,16.8,72.6,2.0,74.6,0.4,T5
68628,Space Soldiers,18.4,18.4,8.8,5.6,1.2,15.6,80.0,2.8,73.6,1.8,T6
68628,SK,15.6,15.6,7.0,4.6,0.4,18.4,67.4,-2.8,66.3,-1.8,T6
68629,Ha MaSSe,16.6,16.6,9.2,3.6,0.6,20.0,61.5,-3.4,72.9,1.2,T6
68629,FLuffy Gangsters,19.8,19.8,7.8,5.4,1.2,16.6,72.3,3.2,82.8,-1.2,T5
68630,BIG,17.6,17.6,7.0,5.0,0.8,20.0,68.7,-2.4,68.1,-0.8,T1
68630,Liquid,20.0,20.0,8.8,5.6,2.0,17.6,73.3,2.4,73.6,0.8,T1
68631,GoodJob,32.4,32.4,11.8,10.8,3.8,31.8,64.6,0.6,75.1,-0.8,T5
68631,SkitLite,31.8,31.8,13.6,8.2,2.4,32.4,67.5,-0.6,73.8,0.8,T6
68635,Movistar Riders,21.0,21.0,9.2,5.2,1.4,17.8,77.9,3.2,76.3,1.8,T4
68635,ALTERNATE aTTaX,17.8,17.8,7.8,3.2,0.6,21.0,65.5,-3.2,71.5,-1.8,T4
68636,mousesports,16.8,16.8,6.2,3.6,0.2,8.4,85.3,8.4,90.5,1.4,T1
68637,BIG,15.8,15.8,6.6,5.6,1.2,18.0,65.2,-2.2,66.9,-0.2,T1
68637,Liquid,17.8,17.8,10.2,4.6,1.6,16.0,74.1,1.8,72.8,0.2,T1
68638,NOBO,37.2,37.2,13.4,12.6,5.0,35.6,69.1,1.6,75.6,3.4,T6
68638,Valiance,35.6,35.6,13.6,11.0,5.0,37.2,64.2,-1.6,72.6,-3.4,T4
68643,EPG,12.2,12.2,6.2,2.8,0.2,16.6,62.0,-4.4,71.7,1.6,T6
68643,GoodJob,16.6,16.6,7.8,4.0,0.6,12.2,75.0,4.4,86.7,-1.6,T5
68645,Japaleno,21.2,21.2,9.6,3.0,0.2,19.2,71.1,2.0,81.4,2.2,T6
68645,GODSENT,19.2,19.2,7.6,5.0,0.6,21.6,62.8,-2.4,73.9,-2.2,T6
68646,Spirit,25.8,25.8,11.0,5.0,0.6,25.0,68.9,0.8,76.8,0.8,T4
68646,PRIDE,25.0,25.0,9.0,4.8,0.0,25.8,67.8,-0.8,74.6,-0.8,T5
68648,Epsilon,21.4,21.4,9.0,4.0,0.2,19.2,73.3,2.2,78.0,3.2,T4
68648,Fragsters,19.2,19.2,9.2,3.6,1.4,21.4,58.0,-2.2,71.4,-3.2,T4
68650,Tricked,9.8,9.8,4.2,4.0,1.2,16.6,57.8,-6.8,63.9,-1.6,T4
68650,Spirit,16.6,16.6,9.2,3.0,1.0,9.8,83.3,6.8,95.3,1.6,T4
68651,Squared,10.2,10.2,5.8,1.6,0.4,17.8,54.0,-7.6,60.6,-2.4,T6
68651,EURONICS,17.8,17.8,8.2,5.2,1.0,10.2,85.0,7.6,91.3,2.4,T4
68652,Singularity,12.0,12.0,5.0,4.0,1.0,17.0,61.7,-5.0,63.0,-0.2,T4
68652,Kinguin,17.0,17.0,7.4,4.4,1.6,12.0,79.2,5.0,81.7,0.2,T4
68653,Windigo,21.4,21.4,9.0,5.0,1.8,20.4,68.0,1.0,78.8,1.2,T4
68653,MK,20.4,20.4,10.0,5.4,0.4,21.4,71.3,-1.0,75.8,-1.2,T6
68654,mousesports,20.4,20.4,11.8,5.0,2.2,17.8,70.0,2.6,76.8,0.0,T1
68655,EPG,15.4,15.4,6.2,5.2,1.2,19.4,58.5,-4.0,71.3,-1.2,T6
68655,GoodJob,19.4,19.4,8.2,5.8,1.2,15.4,78.4,4.0,80.2,1.2,T5
68656,Squared,19.8,19.8,9.2,5.2,0.8,20.4,72.7,-0.6,72.7,0.8,T6
68656,EURONICS,20.4,20.4,8.6,6.2,1.8,19.8,77.3,0.6,75.5,-0.8,T4
68657,Singularity,5.6,5.6,3.2,0.4,0.2,16.4,32.9,-10.8,50.9,-2.2,T4
68657,Kinguin,16.4,16.4,7.8,3.4,0.2,5.6,97.6,10.8,97.2,2.2,T4
68658,Windigo,20.8,20.8,8.6,5.8,1.0,20.0,68.7,0.8,76.6,-1.2,T4
68658,GameAgents,20.0,20.0,8.4,6.0,1.4,20.8,70.7,-0.8,74.0,1.2,T6
68659,Ghost,12.0,12.0,6.2,4.6,1.6,17.8,61.8,-5.8,63.4,-0.8,T2
68659,SK,17.8,17.8,6.8,4.4,0.6,12.0,76.4,5.8,86.1,0.8,T6
68660,NewTeam,17.6,17.6,10.6,3.8,1.0,12.6,78.3,5.0,79.8,0.4,T6
68660,WINside,12.6,12.6,5.6,2.6,0.6,17.6,60.0,-5.0,65.7,-0.4,T6
68661,Bajini Puleni,15.0,15.0,5.8,4.0,0.6,19.6,55.6,-4.6,64.4,-0.6,T6
68661,Nexus,19.6,19.6,9.4,3.6,0.8,15.0,77.8,4.6,80.2,0.6,T4
68662,Ghost,10.6,10.6,4.8,2.4,0.8,17.4,56.0,-6.8,61.9,-2.4,T2
68662,SK,17.2,17.2,8.8,5.6,1.6,10.6,86.0,6.6,90.9,2.4,T6
68663,NewTeam,20.0,20.0,9.2,4.4,0.4,16.8,73.8,3.2,82.7,0.0,T6
68663,WINside,16.8,16.8,7.8,3.4,0.4,20.0,60.8,-3.2,73.7,0.0,T6
68664,Isurus,19.0,19.0,8.4,4.6,1.8,15.4,76.0,3.6,82.3,0.6,T5
68664,W7M,15.4,15.4,6.4,4.2,0.6,19.0,65.6,-3.6,71.3,-0.6,T5
68665,Isurus,25.2,25.2,11.2,7.2,2.6,23.0,71.7,2.2,77.3,2.8,T5
68665,W7M,23.0,23.0,11.0,6.6,1.4,25.4,62.2,-2.4,71.2,-2.8,T5
68667,Furious,7.4,7.4,2.8,2.2,0.6,15.4,53.3,-8.0,50.1,-0.6,T6
68667,FURIA Inagame,15.4,15.4,7.4,3.6,1.4,7.4,86.7,8.0,86.6,0.6,T5
68668,Furious,9.2,9.2,4.2,2.2,0.4,17.2,51.0,-8.0,54.2,-1.8,T6
68668,FURIA Inagame,17.2,17.2,7.8,4.2,1.0,9.4,82.0,7.8,86.4,1.6,T5
68669,Born,18.4,18.4,7.6,6.8,1.4,12.0,85.0,6.4,93.8,1.2,T6
68669,XFORCE,12.0,12.0,5.2,4.0,0.6,18.4,68.0,-6.4,67.8,-1.2,T6
68670,Bravado,18.4,18.4,8.4,5.8,2.4,12.8,75.7,5.6,85.6,1.8,T3
68670,Freedom 35,12.8,12.8,7.2,3.4,1.4,18.4,57.4,-5.6,67.1,-1.8,T6
68671,Natus Vincere,26.6,26.6,13.6,5.8,1.6,22.8,72.6,3.8,81.7,-1.4,T1
68671,Envy,22.8,22.8,11.6,6.6,1.6,26.6,60.6,-3.8,73.1,1.4,T4
68673,Swole Patrol,15.8,15.8,6.6,4.4,0.6,8.0,89.5,7.8,85.5,2.2,T4
68673,subtLe,8.0,8.0,4.0,1.4,0.0,15.8,55.8,-7.8,57.4,-2.2,T6
68674,Mythic,18.0,18.0,8.2,5.2,2.6,12.6,72.7,5.4,84.5,0.0,T4
68674,Vikings,12.6,12.6,4.8,2.4,0.0,18.0,58.2,-5.4,67.1,0.0,T5
68675,Born,14.6,14.6,6.6,5.0,2.2,19.0,61.6,-4.4,65.3,-1.4,T6
68675,Freedom 35,19.0,19.0,7.8,4.2,1.0,14.6,79.2,4.4,79.9,1.4,T6
68676,Fam143,20.4,20.4,9.0,5.6,0.4,17.6,67.9,2.8,78.6,0.8,T6
68676,subtLe,17.6,17.6,7.6,4.4,0.8,20.4,64.3,-2.8,67.2,-0.8,T6
68677,AZIO,16.0,16.0,9.0,5.0,1.6,21.4,59.3,-5.4,68.9,-1.2,T6
68677,XFORCE,21.4,21.4,9.8,5.8,0.4,16.0,76.4,5.4,80.0,1.2,T6
68678,Natus Vincere,18.8,18.8,11.2,5.6,1.0,15.4,81.4,3.4,72.6,0.8,T1
68678,Envy,15.4,15.4,9.2,4.0,1.6,18.8,71.4,-3.4,61.5,-0.8,T4
68679,NiP,18.0,18.0,9.4,4.6,0.6,10.2,86.3,7.8,95.4,1.4,T1
68679,VG.Flash,10.2,10.2,6.6,3.0,0.8,18.0,48.4,-7.8,62.4,-1.4,T6
68680,NiP,17.4,17.4,8.6,4.8,0.8,9.2,89.5,8.2,92.9,1.0,T1
68680,VG.Flash,9.2,9.2,5.0,1.0,0.0,17.4,51.6,-8.2,60.9,-1.0,T6
68681,Natus Vincere,12.8,12.8,5.6,3.4,0.6,17.0,59.1,-4.2,68.2,-2.0,T1
68681,NiP,17.0,17.0,8.8,4.8,1.8,12.8,76.4,4.2,84.3,2.0,T1
68682,Natus Vincere,21.8,21.8,9.8,6.2,0.6,17.4,80.0,4.4,80.1,1.8,T1
68682,NiP,17.4,17.4,8.4,4.8,1.2,21.8,62.8,-4.4,72.3,-1.8,T1
68683,Natus Vincere,19.0,19.0,10.4,5.2,1.0,16.4,76.0,2.6,83.8,2.6,T1
68683,NiP,16.4,16.4,8.6,4.6,0.6,19.0,66.4,-2.6,74.2,-2.6,T1
68684,Envy,18.8,18.8,8.2,5.8,1.6,16.4,73.8,2.4,77.9,-0.4,T4
68684,VG.Flash,16.4,16.4,7.4,4.2,1.2,19.2,65.4,-2.8,72.7,0.4,T6
68685,Envy,20.4,20.4,12.0,5.6,2.6,16.0,74.8,4.4,79.8,-0.2,T4
68685,VG.Flash,16.0,16.0,8.0,5.0,0.4,20.4,60.0,-4.4,69.2,0.2,T6
68686,BIG,15.0,15.0,7.0,3.4,1.0,18.8,63.2,-3.8,67.0,0.2,T1
68687,BIG,21.4,21.4,10.6,6.0,2.2,17.6,75.0,3.8,82.9,0.8,T1
68688,Valiance,17.2,17.2,6.0,3.6,1.2,6.6,88.9,10.6,96.0,1.8,T4
68688,Bajini Puleni,6.6,6.6,2.8,1.4,0.4,17.4,42.2,-10.8,54.7,-2.0,T6
68689,BIG,17.6,17.6,7.2,7.6,2.6,8.6,90.0,9.0,94.2,2.0,T1
68690,EURONICS,20.6,20.6,9.4,7.8,3.6,17.8,75.0,2.8,77.1,0.4,T4
68690,Spirit,17.8,17.8,8.8,4.8,1.4,20.6,64.3,-2.8,69.9,-0.4,T4
68691,seadoggs,20.0,20.0,8.4,4.8,1.6,16.6,77.7,3.4,80.9,1.2,T5
68691,Ground Zero,16.6,16.6,9.0,3.6,1.4,20.0,60.0,-3.4,71.3,-1.2,T5
68692,Ground Zero,18.4,18.4,8.4,4.2,0.6,19.8,75.0,-1.4,71.2,0.0,T5
68692,Legacy,19.8,19.8,7.0,5.4,2.0,18.4,76.4,1.4,78.1,0.0,T5
68693,NOBO,17.2,17.2,7.8,5.2,1.8,20.6,61.4,-3.4,68.5,-1.0,T6
68693,Japaleno,20.6,20.6,9.2,6.0,2.0,17.2,72.4,3.4,77.5,1.0,T6
68694,Vexed,9.8,9.8,4.4,2.4,0.8,17.4,54.3,-7.6,57.1,-1.0,T5
68694,Tricked,17.4,17.4,9.2,4.0,0.4,9.8,81.0,7.6,87.4,1.0,T4
68695,Valiance,20.2,20.2,9.8,4.2,1.8,14.6,75.2,5.6,87.5,1.4,T4
68695,SinnerS,14.6,14.6,7.2,2.2,0.4,20.4,55.2,-5.8,65.6,-1.4,T6
68696,Singularity,18.8,18.8,7.8,4.6,0.4,14.2,76.0,4.6,79.8,2.2,T4
68696,PAPERPLANES,14.2,14.2,7.8,3.8,0.8,19.0,63.2,-4.8,65.6,-2.2,T6
68697,FaZe,17.6,17.6,9.2,5.0,1.8,13.6,80.8,4.0,76.4,1.0,T1
68697,Space Soldiers,13.6,13.6,6.4,4.4,2.6,17.6,71.2,-4.0,63.7,-1.0,T6
68698,PRIDE,17.2,17.2,9.6,4.6,1.2,19.0,68.9,-1.8,72.8,-1.8,T5
68698,Winstrike,19.0,19.0,8.0,5.8,2.0,17.4,70.4,1.6,79.9,1.8,T4
68699,PAPERPLANES,9.4,9.4,6.2,1.4,0.0,16.8,56.7,-7.4,61.1,-1.2,T6
68699,EURONICS,16.8,16.8,8.8,6.0,2.2,9.4,86.6,7.4,95.7,1.2,T4
68700,Nexus,10.2,10.2,5.8,4.2,1.4,15.4,71.0,-5.2,61.7,-1.6,T4
68700,MK,15.4,15.4,7.4,3.4,0.2,10.4,91.0,5.0,78.1,1.6,T6
68701,FaZe,17.4,17.4,7.2,5.0,1.0,12.8,72.7,4.6,82.0,0.0,T1
68701,Space Soldiers,12.8,12.8,6.2,3.4,1.4,17.4,57.3,-4.6,68.2,0.0,T6
68702,PRIDE,12.0,12.0,5.8,4.0,1.6,17.6,55.3,-5.6,66.3,-1.4,T5
68702,Winstrike,17.4,17.4,7.0,5.4,0.8,12.0,78.1,5.4,88.6,1.2,T4
68703,Fragsters,16.6,16.6,7.8,4.6,1.8,9.8,81.0,6.8,86.4,2.0,T4
68703,Smoke Criminals,9.8,9.8,5.0,3.0,0.6,16.6,52.0,-6.8,60.6,-2.0,T5
68704,Nexus,19.4,19.4,10.2,3.0,0.6,13.0,77.5,6.4,86.8,2.4,T4
68704,GameAgents,13.0,13.0,7.4,2.2,0.2,19.4,59.2,-6.4,64.1,-2.4,T6
68705,Wind and Rain,17.0,17.0,7.6,3.0,0.6,18.2,67.4,-1.2,72.2,-0.2,T6
68705,Tricked,18.2,18.2,9.4,5.4,1.4,17.0,71.9,1.2,74.1,0.2,T4
68706,Liquid,14.4,14.4,9.2,3.2,1.2,19.2,61.6,-4.8,64.9,-1.8,T1
68706,mousesports,19.0,19.0,10.6,4.4,1.0,14.4,79.2,4.6,82.9,1.8,T1
68707,Winstrike,14.8,14.8,6.6,2.2,0.2,19.6,63.0,-4.8,71.6,0.8,T4
68707,Spirit,19.6,19.6,9.2,4.8,1.4,14.8,76.9,4.8,79.5,-0.8,T4
68708,Liquid,12.0,12.0,4.2,3.8,0.4,18.6,59.0,-6.6,66.1,-0.6,T1
68708,mousesports,18.6,18.6,6.4,4.6,1.6,12.2,82.9,6.4,90.4,0.6,T1
68709,Winstrike,17.0,17.0,6.0,3.6,0.6,10.4,82.0,6.6,87.8,1.2,T4
68709,Spirit,10.4,10.4,6.6,3.6,0.4,17.0,56.0,-6.6,63.3,-1.2,T4
68710,Heroic,18.2,18.2,8.8,4.8,1.4,11.4,83.6,6.8,86.2,2.0,T2
68710,MVP PK,11.4,11.4,5.0,3.6,0.4,18.2,60.9,-6.8,63.1,-2.0,T4
68711,ORDER,21.8,21.8,10.0,4.0,0.4,19.2,73.4,2.6,77.3,0.0,T4
68711,Grayhound,19.2,19.2,8.0,3.4,0.6,22.0,64.0,-2.8,70.3,0.0,T4
68712,Vikings,28.0,28.0,10.4,9.0,2.2,26.4,70.5,1.6,74.6,0.6,T5
68712,FYB,26.4,26.4,11.4,8.0,1.6,28.4,70.0,-2.0,70.1,-0.8,T6
68715,Clutch Solutions,16.6,16.6,7.0,4.2,0.4,19.0,69.6,-2.4,71.1,-1.8,T6
68715,Levitate,19.0,19.0,10.6,4.4,0.2,16.6,78.4,2.4,83.2,1.8,T6
68716,The Entourage,15.6,15.6,7.4,4.2,1.0,18.4,68.8,-2.8,69.0,0.2,T6
68716,Gorilla Gang,18.4,18.4,9.0,5.2,1.0,15.6,80.8,2.8,80.1,-0.2,T6
68717,AZIO,17.0,17.0,8.6,3.2,0.2,20.0,70.4,-3.0,69.8,0.6,T6
68717,Swole Patrol,20.0,20.0,8.6,5.6,1.6,17.0,71.1,3.0,81.5,-0.6,T4
68718,Squirtle Squad,18.4,18.4,9.4,3.2,0.2,11.4,78.2,7.0,86.8,0.8,T6
68718,MDL Jammers,11.2,11.2,4.2,2.4,0.6,18.4,50.0,-7.2,58.0,-0.8,T6
68719,Fam143,11.4,11.4,5.4,1.6,0.2,16.4,62.0,-5.0,70.6,0.8,T6
68719,Bravado,16.4,16.4,8.2,3.6,1.0,11.4,77.0,5.0,85.9,-0.8,T3
68720,Gorilla Gang,18.0,18.0,10.2,2.8,0.2,12.6,89.0,5.4,93.6,0.8,T6
68720,AZIO,12.4,12.4,8.6,2.0,0.2,18.0,65.0,-5.6,69.3,-0.8,T6
68721,Levitate,11.6,11.6,5.0,2.8,1.0,18.8,58.3,-7.2,63.2,-1.4,T6
68721,FYB,18.8,18.8,8.0,4.8,1.0,11.6,80.0,7.2,86.4,1.4,T6
68722,Dignitas,23.8,23.8,8.8,6.6,2.0,21.4,81.3,2.4,83.4,1.2,T6
68722,Really Old People,21.4,21.4,12.6,4.2,0.8,23.8,68.7,-2.4,79.7,-1.2,T6
68723,The Pioneers,11.8,11.8,5.2,1.4,0.2,19.6,56.4,-7.8,62.4,-2.0,T6
68723,subtLe,19.6,19.6,8.4,4.8,1.4,11.8,86.4,7.8,91.4,2.0,T6
68724,Heroic,11.8,11.8,5.2,3.2,0.6,17.8,57.3,-6.0,62.1,-0.8,T2
68724,MVP PK,17.8,17.8,9.2,4.6,1.8,11.8,83.6,6.0,83.3,0.8,T4
68725,Dark Sided,14.8,14.8,7.0,2.6,0.4,19.4,62.3,-4.6,66.2,-0.4,T6
68725,Chiefs,19.4,19.4,6.2,6.2,1.2,14.8,79.2,4.6,80.3,0.4,T4
