match_id, team_name, player_name, kills, assists, flash_assists, deaths, kd_ratio, kd_diff, adr, fk_dif, rating
76304, 2ez, PoKI, 29, 5, 0, 21, 0.78, 8, 107.0, 8, 1.45
76304, 2ez, BaDMaN, 18, 9, 1, 19, 0.78, -1, 81.4, -1, 1.07
76304, 2ez, t1to, 15, 3, 1, 16, 0.74, -1, 58.5, -1, 0.99
76304, 2ez, Recoilmaster, 11, 3, 1, 15, 0.59, -4, 41.2, -4, 0.72
76304, Slaughter Rage Army, DreaM, 29, 2, 0, 20, 0.81, 9, 103.4, 9, 1.46
76304, Slaughter Rage Army, MaChO, 17, 6, 0, 18, 0.67, -1, 72.7, -1, 1.04
76304, Slaughter Rage Army, aFlekX, 16, 6, 0, 21, 0.7, -5, 89.4, -5, 0.98
76304, Slaughter Rage Army, Negative, 18, 2, 0, 19, 0.67, -1, 60.3, -1, 0.95
76304, Slaughter Rage Army, The_Guru, 8, 2, 0, 20, 0.63, -12, 37.7, -12, 0.51
76292, Natus Vincere, s1mple, 20, 4, 1, 10, 0.81, 10, 81.6, 10, 1.35
76292, Natus Vincere, Edward, 23, 2, 0, 14, 0.85, 9, 83.4, 9, 1.32
76292, Natus Vincere, flamie, 19, 5, 2, 15, 0.67, 4, 74.2, 4, 1.21
76292, Natus Vincere, Zeus, 18, 8, 3, 15, 0.85, 3, 75.2, 3, 1.20
76292, Natus Vincere, electronic, 16, 6, 2, 18, 0.78, -2, 69.4, -2, 1.06
76292, AVANGAR, Jame, 19, 4, 1, 14, 0.78, 5, 64.3, 5, 1.16
76292, AVANGAR, buster, 18, 3, 1, 18, 0.56, 0, 73.3, 0, 1.02
76292, AVANGAR, qikert, 13, 5, 2, 19, 0.74, -6, 57.0, -6, 0.77
76292, AVANGAR, KrizzeN, 11, 4, 0, 22, 0.48, -11, 57.6, -11, 0.58
76292, AVANGAR, fitch, 11, 1, 0, 23, 0.44, -12, 49.4, -12, 0.57
76298, Natus Vincere, s1mple, 32, 6, 1, 16, 0.86, 16, 111.2, 16, 1.71
76298, Natus Vincere, electronic, 18, 3, 1, 17, 0.68, 1, 65.4, 1, 1.02
76298, Natus Vincere, flamie, 18, 4, 1, 20, 0.54, -2, 78.9, -2, 0.98
76298, Natus Vincere, Edward, 13, 2, 0, 20, 0.61, -7, 60.4, -7, 0.74
76298, Natus Vincere, Zeus, 13, 3, 0, 19, 0.61, -6, 51.9, -6, 0.70
76298, AVANGAR, Jame, 20, 3, 1, 17, 0.68, 3, 86.2, 3, 1.18
76298, AVANGAR, qikert, 19, 4, 0, 16, 0.68, 3, 65.1, 3, 1.08
76298, AVANGAR, KrizzeN, 19, 6, 2, 20, 0.64, -1, 72.1, -1, 0.92
76298, AVANGAR, fitch, 17, 7, 1, 19, 0.57, -2, 72.2, -2, 0.88
76298, AVANGAR, buster, 17, 5, 0, 22, 0.71, -5, 72.4, -5, 0.87
76299, MC, INSANITY, 26, 5, 0, 20, 0.71, 6, 84.8, 6, 1.23
76299, MC, Doom, 26, 5, 2, 22, 0.68, 4, 96.2, 4, 1.18
76299, MC, pl1xx, 19, 4, 2, 25, 0.61, -6, 73.4, -6, 0.94
76299, MC, towski, 14, 3, 0, 20, 0.5, -6, 67.5, -6, 0.77
76299, MC, YetiBacon, 5, 8, 3, 21, 0.5, -16, 42.9, -16, 0.53
76299, TRIDENT, waffe, 28, 3, 0, 15, 0.82, 13, 94.8, 13, 1.45
76299, TRIDENT, ekul, 26, 4, 0, 20, 0.68, 6, 107.0, 6, 1.39
76299, TRIDENT, klebz, 21, 4, 1, 18, 0.75, 3, 73.5, 3, 1.11
76299, TRIDENT, Spesh, 19, 3, 0, 22, 0.68, -3, 79.2, -3, 0.92
76299, TRIDENT, willyKS, 13, 4, 2, 15, 0.68, -2, 51.1, -2, 0.89
76297, Legacy, soju_j, 21, 2, 0, 12, 0.73, 9, 100.1, 9, 1.45
76297, Legacy, Lacore, 18, 3, 1, 12, 0.64, 6, 90.0, 6, 1.34
76297, Legacy, BL1TZ, 16, 5, 2, 11, 0.82, 5, 85.3, 5, 1.34
76297, Legacy, stat, 16, 2, 1, 8, 0.82, 8, 74.3, 8, 1.32
76297, Legacy, LONSDALE, 14, 5, 0, 13, 0.77, 1, 65.9, 1, 1.06
