match_id, team_name, player_name, kills, assists, flash_assists, deaths, kd_ratio, kd_diff, adr, fk_dif, rating
77543, MIBR, fer, 15, 4, 0, 11, 0.857, 4, 87.2, 4, 1.34
77543, MIBR, tarik, 15, 2, 0, 11, 0.905, 4, 70.3, 4, 1.32
77542, NRG, Brehze, 24, 5, 1, 9, 0.9, 15, 122.8, 15, 2.04
77542, NRG, CeRq, 17, 6, 5, 9, 0.9, 8, 87.5, 8, 1.57
77542, NRG, nahtE, 16, 4, 2, 10, 0.75, 6, 88.0, 6, 1.49
77542, NRG, daps, 14, 3, 0, 7, 0.9, 7, 72.8, 7, 1.38
77542, NRG, FugLy, 11, 5, 3, 9, 0.75, 2, 57.5, 2, 1.14
77542, Cloud9, autimatic, 13, 1, 0, 15, 0.45, -2, 63.8, -2, 0.89
77542, Cloud9, valens, 7, 3, 0, 15, 0.55, -8, 57.9, -8, 0.66
77542, Cloud9, flusha, 10, 2, 0, 18, 0.6, -8, 67.5, -8, 0.56
77542, Cloud9, kioShiMa, 7, 2, 1, 17, 0.5, -10, 46.0, -10, 0.44
77542, Cloud9, RUSH, 7, 1, 0, 17, 0.5, -10, 52.0, -10, 0.44
